,Default,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9
7Networks_LH_Default_PFC_14,Default,Default,Default,Limbic,Limbic,Cont,Cont,Default,Default,Default
7Networks_LH_Default_PFC_15,Default,Default,Default,Limbic,DorsAttn,Cont,Cont,Default,Default,Default
7Networks_LH_Default_PFC_16,Default,Default,Cont,Limbic,Limbic,Cont,Default,Default,Limbic,Limbic
7Networks_LH_Default_PFC_17,Default,Cont,Cont,Cont,Limbic,Cont,Cont,Cont,Cont,Default
7Networks_LH_Default_PFC_18,Default,Default,Default,Limbic,Limbic,Default,Default,Default,Default,Default
7Networks_LH_Default_PFC_19,Default,Default,Default,Limbic,Limbic,Limbic,Default,Default,Limbic,Limbic
7Networks_LH_Default_PFC_2,Default,Limbic,Limbic,Limbic,Limbic,Limbic,Default,SalVentAttn,Limbic,SalVentAttn
7Networks_LH_Default_PFC_20,Default,Cont,Cont,Limbic,Limbic,DorsAttn,Cont,Default,DorsAttn,Limbic
7Networks_LH_Default_PFC_21,Default,Cont,Cont,Cont,Default,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_PFC_22,Default,Default,Cont,Limbic,Limbic,DorsAttn,Cont,DorsAttn,Cont,SalVentAttn
7Networks_LH_Default_PFC_23,Default,Default,Default,Limbic,Limbic,Cont,Cont,Default,Default,Default
7Networks_LH_Default_PFC_24,Default,Vis,SalVentAttn,SomMot,Default,SalVentAttn,Vis,Default,DorsAttn,SomMot
7Networks_LH_Default_PFC_3,Default,Default,Default,Limbic,DorsAttn,Limbic,Default,Vis,Limbic,Default
7Networks_LH_Default_PFC_4,Default,Default,Limbic,Limbic,Limbic,Limbic,Default,SomMot,Limbic,Default
7Networks_LH_Default_PFC_5,Default,Limbic,Limbic,Limbic,Limbic,Default,Default,SomMot,Limbic,Limbic
7Networks_LH_Default_PFC_6,Default,Cont,Default,Cont,Cont,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_PFC_7,Default,Limbic,SomMot,SomMot,Limbic,SalVentAttn,Default,SomMot,Limbic,SomMot
7Networks_LH_Default_PFC_8,Default,Default,Default,Default,Limbic,Limbic,Default,Vis,Default,Default
7Networks_LH_Default_PFC_9,Default,Default,Default,Default,Limbic,Limbic,Default,Default,Default,Default
7Networks_LH_Default_Par_1,Default,Cont,Default,Limbic,Limbic,DorsAttn,Cont,Default,Default,Limbic
7Networks_LH_Default_Par_2,Default,Default,Cont,Limbic,Default,DorsAttn,Default,DorsAttn,Default,Limbic
7Networks_LH_Default_Par_3,Default,Cont,Cont,DorsAttn,Default,DorsAttn,Cont,DorsAttn,DorsAttn,Limbic
7Networks_LH_Default_Par_4,Default,Default,Cont,Limbic,Limbic,Cont,Default,Default,Default,Limbic
7Networks_LH_Default_Par_5,Default,Default,Cont,Cont,Cont,Cont,Cont,Cont,Default,Cont
7Networks_LH_Default_Par_6,Default,Cont,Cont,Cont,Default,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_Par_7,Default,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_Temp_1,Default,Default,Limbic,Limbic,Limbic,Limbic,Default,Default,Limbic,Default
7Networks_LH_Default_Temp_10,Default,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,DorsAttn,Limbic
7Networks_LH_Default_Temp_2,Default,Default,Cont,Default,Limbic,Cont,Default,Limbic,Default,Default
7Networks_LH_Default_Temp_3,Default,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_Temp_4,Default,Default,Default,Limbic,Limbic,Vis,Default,SomMot,Limbic,Limbic
7Networks_LH_Default_Temp_5,Default,Limbic,Limbic,SalVentAttn,Limbic,Vis,Default,SomMot,Limbic,Limbic
7Networks_LH_Default_Temp_6,Default,Default,Cont,Limbic,Limbic,Cont,Default,Default,Default,Limbic
7Networks_LH_Default_Temp_7,Default,Cont,Cont,SalVentAttn,Limbic,Vis,Default,SomMot,Limbic,Limbic
7Networks_LH_Default_Temp_8,Default,DorsAttn,SomMot,DorsAttn,Limbic,Vis,SomMot,SomMot,Limbic,Limbic
7Networks_LH_Default_Temp_9,Default,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_Default_pCunPCC_1,Default,Limbic,DorsAttn,Limbic,DorsAttn,DorsAttn,Default,Vis,DorsAttn,Limbic
7Networks_LH_Default_pCunPCC_10,Default,Cont,Cont,Cont,Default,DorsAttn,DorsAttn,DorsAttn,Cont,Cont
7Networks_LH_Default_pCunPCC_11,Default,Cont,Cont,Default,Cont,Default,Cont,Default,Cont,Cont
7Networks_LH_Default_pCunPCC_2,Default,DorsAttn,Cont,Cont,Default,DorsAttn,Cont,Default,Cont,Cont
7Networks_LH_Default_pCunPCC_3,Default,Limbic,DorsAttn,Limbic,DorsAttn,Limbic,Default,Vis,Limbic,Limbic
7Networks_LH_Default_pCunPCC_4,Default,Default,Limbic,Default,Cont,Default,Default,Limbic,Vis,Cont
7Networks_LH_Default_pCunPCC_5,Default,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Default_pCunPCC_6,Default,Cont,Cont,Limbic,DorsAttn,DorsAttn,Cont,Default,DorsAttn,Limbic
7Networks_LH_Default_pCunPCC_7,Default,Default,Cont,Default,Cont,Default,Default,Default,Cont,Cont
7Networks_LH_Default_pCunPCC_8,Default,Default,Cont,Limbic,Default,Default,Default,Default,Cont,Cont
7Networks_LH_Default_pCunPCC_9,Default,Default,Limbic,Limbic,SalVentAttn,Default,Default,Limbic,SalVentAttn,Default
7Networks_LH_DorsAttn_FEF_1,DorsAttn,DorsAttn,SomMot,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,SalVentAttn
7Networks_LH_DorsAttn_FEF_2,DorsAttn,Cont,Cont,Cont,Default,DorsAttn,DorsAttn,DorsAttn,Cont,SalVentAttn
7Networks_LH_DorsAttn_FEF_3,DorsAttn,Vis,DorsAttn,DorsAttn,Limbic,SalVentAttn,SalVentAttn,SomMot,SomMot,SalVentAttn
7Networks_LH_DorsAttn_FEF_4,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,SalVentAttn
7Networks_LH_DorsAttn_Post_1,DorsAttn,Vis,DorsAttn,DorsAttn,DorsAttn,SalVentAttn,Default,SalVentAttn,Limbic,Limbic
7Networks_LH_DorsAttn_Post_10,DorsAttn,Cont,Cont,DorsAttn,Default,DorsAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn
7Networks_LH_DorsAttn_Post_11,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_12,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_13,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,DorsAttn,SomMot,DorsAttn,Limbic
7Networks_LH_DorsAttn_Post_14,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_15,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,DorsAttn,DorsAttn
7Networks_LH_DorsAttn_Post_16,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_17,DorsAttn,SomMot,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_2,DorsAttn,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,Default,Vis,DorsAttn,Vis
7Networks_LH_DorsAttn_Post_3,DorsAttn,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,DorsAttn,SomMot,DorsAttn,Limbic
7Networks_LH_DorsAttn_Post_4,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,DorsAttn,SalVentAttn
7Networks_LH_DorsAttn_Post_5,DorsAttn,Cont,Cont,Cont,Default,DorsAttn,DorsAttn,Cont,Cont,Cont
7Networks_LH_DorsAttn_Post_6,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_7,DorsAttn,Cont,Cont,Cont,Default,DorsAttn,DorsAttn,Cont,Cont,Cont
7Networks_LH_DorsAttn_Post_8,DorsAttn,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_DorsAttn_Post_9,DorsAttn,Cont,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn
7Networks_LH_DorsAttn_PrCv_1,DorsAttn,Cont,Cont,Cont,Default,Cont,Cont,Default,Default,Cont
7Networks_LH_DorsAttn_PrCv_2,DorsAttn,Vis,DorsAttn,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_Limbic_OFC_1,Limbic,Limbic,Limbic,Limbic,Limbic,Default,Default,Default,Default,Default
7Networks_LH_Limbic_OFC_2,Limbic,Limbic,Limbic,Default,Limbic,Default,Default,Limbic,Default,Default
7Networks_LH_Limbic_OFC_3,Limbic,Default,Limbic,Default,Cont,Cont,Cont,Default,Cont,Cont
7Networks_LH_Limbic_OFC_4,Limbic,Limbic,Limbic,Limbic,Limbic,Limbic,Default,SomMot,Limbic,Limbic
7Networks_LH_Limbic_OFC_5,Limbic,Cont,Cont,Limbic,Limbic,Cont,Cont,Cont,Cont,Cont
7Networks_LH_Limbic_TempPole_1,Limbic,Limbic,Limbic,DorsAttn,Limbic,Limbic,Limbic,SalVentAttn,Limbic,SomMot
7Networks_LH_Limbic_TempPole_2,Limbic,Limbic,Cont,SalVentAttn,SomMot,Limbic,Limbic,Limbic,SalVentAttn,Vis
7Networks_LH_Limbic_TempPole_3,Limbic,Limbic,Limbic,DorsAttn,Limbic,Limbic,Limbic,Default,Limbic,Vis
7Networks_LH_Limbic_TempPole_4,Limbic,Limbic,Limbic,Limbic,Limbic,Limbic,Limbic,Default,Limbic,Limbic
7Networks_LH_Limbic_TempPole_5,Limbic,Vis,Limbic,SalVentAttn,Limbic,Vis,Default,SomMot,Limbic,Limbic
7Networks_LH_Limbic_TempPole_6,Limbic,Limbic,Limbic,SalVentAttn,Limbic,Limbic,Limbic,SalVentAttn,Limbic,Limbic
7Networks_LH_Limbic_TempPole_7,Limbic,Limbic,Limbic,SalVentAttn,Limbic,Limbic,Limbic,SalVentAttn,Limbic,Limbic
7Networks_LH_Limbic_TempPole_8,Limbic,Cont,Cont,SalVentAttn,SalVentAttn,Limbic,Default,Vis,DorsAttn,Limbic
7Networks_LH_SalVentAttn_FrOperIns_1,SalVentAttn,Limbic,Limbic,SalVentAttn,Limbic,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Limbic
7Networks_LH_SalVentAttn_FrOperIns_2,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_FrOperIns_3,SalVentAttn,Default,Cont,Cont,Cont,Default,SalVentAttn,Default,Default,Cont
7Networks_LH_SalVentAttn_FrOperIns_4,SalVentAttn,SomMot,SalVentAttn,SalVentAttn,SomMot,SomMot,SalVentAttn,SalVentAttn,SomMot,DorsAttn
7Networks_LH_SalVentAttn_FrOperIns_5,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Default,SalVentAttn,SalVentAttn,Limbic,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_FrOperIns_6,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_FrOperIns_7,SalVentAttn,SalVentAttn,SalVentAttn,Cont,Default,SalVentAttn,SalVentAttn,Limbic,SalVentAttn,Cont
7Networks_LH_SalVentAttn_FrOperIns_8,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SalVentAttn,SomMot,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SalVentAttn_FrOperIns_9,SalVentAttn,Vis,DorsAttn,SomMot,Default,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn
7Networks_LH_SalVentAttn_Med_1,SalVentAttn,Default,Limbic,Default,SalVentAttn,Default,SalVentAttn,Limbic,Default,Default
7Networks_LH_SalVentAttn_Med_2,SalVentAttn,SalVentAttn,DorsAttn,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot
7Networks_LH_SalVentAttn_Med_3,SalVentAttn,SalVentAttn,DorsAttn,SalVentAttn,SalVentAttn,Vis,SalVentAttn,SomMot,SomMot,Limbic
7Networks_LH_SalVentAttn_Med_4,SalVentAttn,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,DorsAttn
7Networks_LH_SalVentAttn_Med_5,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,DorsAttn,Vis,SalVentAttn,SalVentAttn,SomMot,Limbic
7Networks_LH_SalVentAttn_Med_6,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,DorsAttn,Limbic
7Networks_LH_SalVentAttn_Med_7,SalVentAttn,Vis,SomMot,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SalVentAttn_PFCl_1,SalVentAttn,Default,Default,Default,DorsAttn,Default,Default,Limbic,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_ParOper_1,SalVentAttn,SalVentAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,DorsAttn
7Networks_LH_SalVentAttn_ParOper_2,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_ParOper_3,SalVentAttn,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SalVentAttn_ParOper_4,SalVentAttn,SalVentAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn
7Networks_LH_SalVentAttn_TempOcc_1,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,SomMot,Limbic
7Networks_LH_SomMot_1,SomMot,SomMot,SalVentAttn,SalVentAttn,SomMot,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot
7Networks_LH_SomMot_10,SomMot,SalVentAttn,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_11,SomMot,SalVentAttn,DorsAttn,SomMot,SalVentAttn,SomMot,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_12,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_13,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_14,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_15,SomMot,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_16,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_17,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_18,SomMot,SomMot,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_19,SomMot,SomMot,SomMot,SomMot,SomMot,SalVentAttn,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_2,SomMot,SomMot,SalVentAttn,SalVentAttn,SomMot,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot
7Networks_LH_SomMot_20,SomMot,SalVentAttn,DorsAttn,SomMot,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_21,SomMot,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_22,SomMot,SalVentAttn,DorsAttn,SomMot,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_23,SomMot,DorsAttn,DorsAttn,SomMot,SomMot,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_24,SomMot,SomMot,DorsAttn,SomMot,SomMot,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_25,SomMot,SalVentAttn,DorsAttn,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_26,SomMot,SalVentAttn,DorsAttn,SomMot,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_27,SomMot,SalVentAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_28,SomMot,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_29,SomMot,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_3,SomMot,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,DorsAttn
7Networks_LH_SomMot_30,SomMot,SalVentAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_31,SomMot,DorsAttn,DorsAttn,SomMot,SomMot,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_32,SomMot,SomMot,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_33,SomMot,SomMot,DorsAttn,SomMot,SomMot,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_34,SomMot,SomMot,DorsAttn,DorsAttn,SomMot,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_35,SomMot,SomMot,DorsAttn,SomMot,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_36,SomMot,DorsAttn,DorsAttn,DorsAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_37,SomMot,SomMot,SomMot,SomMot,SomMot,Vis,SomMot,Vis,SomMot,SomMot
7Networks_LH_SomMot_4,SomMot,SalVentAttn,SalVentAttn,SomMot,SalVentAttn,SomMot,SalVentAttn,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_5,SomMot,SalVentAttn,DorsAttn,SalVentAttn,SalVentAttn,Vis,SomMot,SomMot,SomMot,DorsAttn
7Networks_LH_SomMot_6,SomMot,DorsAttn,DorsAttn,SomMot,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot
7Networks_LH_SomMot_7,SomMot,SomMot,DorsAttn,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,SomMot,SomMot,SomMot
7Networks_LH_SomMot_8,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_SomMot_9,SomMot,SomMot,SalVentAttn,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot,SomMot
7Networks_LH_Vis_1,Vis,Vis,Vis,DorsAttn,DorsAttn,Vis,Default,Vis,SalVentAttn,Vis
7Networks_LH_Vis_10,Vis,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Limbic
7Networks_LH_Vis_11,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_12,Vis,Vis,Vis,Vis,Vis,Vis,Limbic,Vis,Vis,Cont
7Networks_LH_Vis_13,Vis,DorsAttn,Vis,SalVentAttn,DorsAttn,SalVentAttn,SomMot,SomMot,DorsAttn,SomMot
7Networks_LH_Vis_14,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis
7Networks_LH_Vis_15,Vis,Vis,Vis,Vis,Vis,Cont,Vis,Limbic,Vis,Cont
7Networks_LH_Vis_16,Vis,Vis,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_17,Vis,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,SomMot,SomMot,DorsAttn,Limbic
7Networks_LH_Vis_18,Vis,Vis,Vis,Vis,Vis,SalVentAttn,Vis,Default,Vis,Cont
7Networks_LH_Vis_19,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis
7Networks_LH_Vis_2,Vis,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,SalVentAttn,SomMot,Limbic,Limbic
7Networks_LH_Vis_20,Vis,Limbic,DorsAttn,Limbic,DorsAttn,Vis,Vis,SomMot,DorsAttn,Limbic
7Networks_LH_Vis_21,Vis,Cont,SalVentAttn,Vis,Vis,SalVentAttn,Vis,Default,Vis,Vis
7Networks_LH_Vis_22,Vis,Vis,SalVentAttn,SalVentAttn,SalVentAttn,SalVentAttn,Vis,Default,DorsAttn,Vis
7Networks_LH_Vis_23,Vis,Vis,Vis,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_24,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_25,Vis,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Limbic
7Networks_LH_Vis_26,Vis,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Limbic
7Networks_LH_Vis_27,Vis,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_28,Vis,Cont,Cont,Cont,Default,DorsAttn,DorsAttn,Cont,Cont,Cont
7Networks_LH_Vis_29,Vis,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,SomMot,DorsAttn,Limbic
7Networks_LH_Vis_3,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_30,Vis,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis
7Networks_LH_Vis_31,Vis,Cont,Cont,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,DorsAttn,SalVentAttn
7Networks_LH_Vis_4,Vis,Vis,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,Vis,DorsAttn,Limbic
7Networks_LH_Vis_5,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_6,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis
7Networks_LH_Vis_7,Vis,DorsAttn,DorsAttn,DorsAttn,DorsAttn,Vis,Vis,SomMot,DorsAttn,Limbic
7Networks_LH_Vis_8,Vis,Vis,Vis,DorsAttn,Vis,Vis,Vis,Vis,DorsAttn,Vis
7Networks_LH_Vis_9,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis,Vis
7Networks_RH_Cont_Cing_1,Cont,Limbic,Limbic,Default,Cont,Default,Default,Limbic,Vis,Cont
